word,df
brunch,2
brunett,5
bruno,2
brush,9
brussel,1
brutal,2
bruxism,3
bryant,5
bryce,1
bsc,1
bsd,1
bsl,2
bsm,1
btn,1
btu,1
bu,19
bubba,1
bubbl,2
buccal,1
bucharest,1
buck,2
bucket,3
buckinghamshir,1
buckland,1
budd,1
buddi,5
bude,2
budget,15
buff,1
buffalo,6
buffer,1
buffet,2
bug,7
buggi,1
bughous,1
bui,15
build,72
builder,9
built,21
bulgarian,1
bulk,2
bull,21
bulletin,4
bullhead,1
bulli,5
bullock,1
bullshoal,1
bump,1
bunco,1
bundl,5
bungalow,4
bunion,2
bunk,1
bunker,1
bunkhous,2
bunn,1
bunni,1
buoi,1
buoyanc,1
bureau,2
buren,1
burger,1
burghlei,1
buri,3
burkett,1
burleson,1
burlingam,1
burn,12
burnham,1
burnlei,4
burp,1
burr,1
bursari,2
burst,3
burton,3
bushcraft,1
bushnel,1
busi,66
busier,1
bust,1
buster,2
busti,1
bustl,2
butcher,1
butt,2
butterfield,1
buttock,2
button,17
buyer,5
buyout,5
buzz,2
bye,1
bygon,1
bylaw,5
bypass,2
byproduct,1
byrn,1
byron,2
bywai,1
cab,2
cabana,1
caber,1
cabin,88
cabinet,6
cabl,4
cabot,3
cac,1
cach,1
cacti,1
cactu,7
cad,4
cae,1
caf,6
cafe,8
cafeteria,5
cage,5
cagliari,1
cai,1
cair,1
cake,1
cal,2
calcul,34
calculu,1
caleb,1
calendar,103
calf,1
calibr,1
calico,3
california,37
californian,3
call,26
callawai,4
callback,8
callow,1
calm,1
calor,1
calori,5
calpac,1
cam,11
cama,1
camb,2
cambodia,2
cambridg,4
cambridgeshir,4
camelback,5
camera,5
cameron,2
camino,3
camogi,1
camp,44
campaign,21
campbel,2
campfir,1
campground,8
campsit,5
campu,9
campus,3
can,2
canada,14
canadian,5
canal,33
canap,1
canasta,3
cancel,25
cancer,18
candi,2
candid,4
candida,1
cane,2
canin,1
cannabi,1
cano,10
canopi,2
canterburi,3
cantina,1
cantones,5
canut,1
canva,1
canyon,40
cap,6
capabl,12
capac,2
cape,3
caper,1
capit,44
capitol,1
capston,1
capsul,1
captain,6
captainci,2
captiv,7
captur,3
car,45
carac,1
caramel,1
caravan,9
carbon,5
carcinoma,1
card,107
cardhold,1
cardiac,1
cardiff,1
cardin,1
cardiolog,4
cardiopulmonari,1
cardiovascular,2
care,217
career,228
carefre,3
carefulli,2
carei,1
carer,6
caret,1
carf,2
cargo,4
cari,2
carib,2
caribbean,2
carlisl,3
carlo,2
carlton,1
carmel,2
carn,1
caro,1
carol,1
carolin,1
carolina,2
carousel,1
carp,1
carpal,2
carpet,4
carport,1
carri,6
carriag,3
carrier,4
carrillo,1
carrol,1
carrom,1
carson,1
cart,56
cartilag,1
cartoon,5
cartridg,2
cartwright,2
caru,1
carv,2
carver,1
casa,7
cascad,1
cash,22
cashion,1
casino,28
casita,4
cast,18
castellano,1
castl,6
casual,4
casualti,2
cat,5
cataclysm,2
catalan,1
catalog,12
catalogu,5
catalyst,3
catamaran,1
catan,1
catanzaro,1
catapult,1
cataract,5
catarrh,1
catastroph,3
catch,11
categor,2
categori,75
cater,28
catfight,1
cathedr,1
catherin,1
cathol,1
catteri,1
caught,4
caus,6
causal,1
causat,1
caution,1
cautiou,2
cave,9
cavern,2
caviar,1
caviti,4
cbd,1
cc,2
cca,3
ccsa,1
ccw,1
cd,6
ce,1
ceas,3
cedar,6
ceil,1
celeb,2
celebr,21
cell,7
celtic,5
cemeteri,1
censu,3
cent,2
centenari,1
center,16
centr,55
central,49
centric,4
centuri,9
ceo,4
cep,1
ceram,3
ceremoni,2
certif,61
certifi,21
cessat,1
cet,1
cfa,1
cfb,2
cfd,1
cfo,2
cfp,3
cga,1
cge,2
cgm,1
cha,1
chaco,1
chad,1
chaffin,1
chain,8
chair,15
chairperson,1
chalet,5
chalkboard,1
challeng,41
chamber,7
champion,29
championship,17
chanc,10
chancellor,1
chandler,16
chang,71
channel,30
chao,4
chaplainci,1
chapman,1
chappel,1
chapter,9
char,1
charact,18
characterist,5
charg,15
charger,1
charit,3
chariti,45
charl,2
charleston,1
charli,2
charlott,3
charlton,1
charm,10
chart,8
charter,69
chase,8
chaser,1
chat,28
chateau,1
chatom,1
chattanooga,1
chatter,1
che,1
cheap,5
cheat,19
cheater,1
check,124
checker,5
checklist,5
checkmat,1
checkoff,1
checkout,27
checkpoint,4
checkup,5
cheechako,1
cheek,3
cheeki,1
cheer,2
cheerlead,1
chees,1
chef,3
chefornak,1
chelat,1
chelsea,12
chem,1
chemic,5
chemistri,10
chemotherapi,1
chena,3
chequ,1
cherish,1
cherri,3
cheryl,1
cheshir,7
chess,26
chessdom,1
chest,2
chester,3
chesterfield,2
chestnut,1
chevak,1
chi,1
chicago,4
chick,2
chicken,1
chief,5
chignik,1
child,68
childhood,16
children,62
chile,1
chill,2
chiltern,2
chimnei,1
chin,5
china,3
chines,14
chino,2
chinook,1
chip,5
chipper,1
chiricahua,1
chiro,1
chiropract,23
chiropractor,17
chloe,1
choic,28
cholesterol,1
cholla,1
choos,80
chose,1
chosen,2
chouett,1
chri,5
christ,3
christchurch,1
christensen,1
christian,12
christin,1
christma,25
christmastim,1
christoph,3
chrome,10
chronic,3
chronicl,3
chronomet,1
chubbi,5
chuck,1
chugiak,1
chum,1
church,8
ci,2
cibola,1
cic,1
cincinnati,1
cinema,2
cinemat,1
circa,1
circl,11
circuit,5
circul,1
circumst,5
cisco,1
citadel,1
citi,89
citizen,4
citizenship,3
citrin,1
citru,1
civic,1
civil,9
civilis,1
clai,1
claim,41
clair,1
clam,1
clamp,2
clan,5
claret,2
clarion,1
clariti,3
clark,3
clarkdal,1
clarkson,1
clash,2
class,81
classi,1
classic,36
classif,1
classifi,9
classroom,11
claus,1
claw,2
clayton,1
clea,1
clean,49
cleaner,2
cleanli,1
cleans,1
clear,1
clearanc,9
clearest,1
cleari,1
clearinghous,1
clearview,2
clearwat,1
cleat,1
cleburn,1
clemen,1
clemson,1
cleopatra,1
clermont,1
cleveland,5
clever,4
click,13
client,146
clientel,2
cliff,4
clifton,1
climat,12
climb,8
climber,1
clinic,56
clinician,1
clinton,1
clip,6
clive,1
clock,5
cloi,1
cloister,1
clone,2
close,201
closeli,2
closer,1
closest,1
closeup,1
closur,5
cloth,25
cloud,11
clover,1
club,133
clubhous,1
clue,2
clueless,1
cluster,1
clutch,1
clyde,1
clydebank,1
clydesdal,1
cm,4
cma,1
cmc,1
cmi,1
cmt,2
cnr,1
coach,50
coachman,1
coalit,4
coast,18
coastal,10
coaster,1
coastlin,2
coat,3
cobra,2
cocain,1
cochlear,1
cock,10
cockpit,1
cocktail,2
cod,4
code,42
coder,1
codi,1
coffe,8
cog,1
cohen,1
coher,1
cohes,2
coho,1
cohort,1
coil,1
coin,5
colchest,1
cold,8
cole,1
colett,1
colic,1
collabor,16
collag,1
collaps,3
collar,1
colleagu,1
collect,56
collector,6
colleen,1
colleg,53
colli,1
collid,1
collin,1
collinsvil,1
collis,1
colombia,2
colombian,1
colon,2
coloni,2
colonoscopi,1
color,9
colorado,9
colosseum,1
colour,5
colt,1
columba,1
columban,1
columbia,5
columbu,2
column,8
comb,1
combat,7
combin,18
combo,3
come,22
comeback,4
comedi,2
comfi,1
comfort,47
comic,5
comm,1
comma,1
command,11
commando,1
comment,41
commentari,8
commerc,6
commerci,74
commercialis,4
commiss,8
commit,36
committe,33
commod,1
commodor,3
common,23
commonplac,1
commonwealth,1
commun,210
como,1
comp,5
compact,3
compani,146
companion,4
compar,18
comparison,3
compass,4
compassion,7
compat,4
compel,1
compendium,1
compens,5
compet,14
competit,35
competitiveli,3
competitor,4
compil,7
complaint,8
complement,1
complementari,2
complet,46
completeli,6
complex,23
compli,2
complianc,20
compliant,2
complic,2
complimentari,9
compon,5
compos,4
composit,12
compound,4
comprehens,42
compress,2
compris,5
compromis,2
compuls,2
compulsori,1
comput,16
comstock,1
comunidad,1
conan,1
conced,1
concentr,1
concept,6
concern,12
concert,6
concess,1
concierg,7
conclav,1
conclud,1
conclus,1
concurr,1
cond,1
condemn,1
condens,1
condit,64
condo,9
condominium,1
conduct,9
cone,3
confer,38
confess,1
confid,23
confidenti,5
configur,2
confin,3
confirm,12
conflict,7
confront,2
confus,4
congest,1
congrat,1
congratul,3
congress,3
conle,1
connacht,2
connaught,1
connect,58
connected,1
connecticut,3
connor,1
conquest,2
conrad,1
conscienti,1
consciou,3
consecut,1
consensu,1
consent,15
consequ,1
conserv,5
conservatorship,1
consid,4
consider,2
consist,10
consol,11
consolid,6
constant,2
constantin,1
constantli,2
constitut,5
construct,48
consult,137
consulta,1
consum,31
contact,17
contain,5
contemporari,4
content,9
contest,11
context,1
contin,2
continent,2
conting,4
continu,58
continuousli,2
continuum,2
contour,8
contra,2
contracept,1
contract,22
contractor,8
contrari,1
contrast,2
contribut,12
contributor,2
control,52
controversi,6
conveni,23
convent,11
convers,12
conversationist,1
convert,2
conveyanc,1
conveyor,1
convict,4
conwai,3
cooch,1
cook,11
cookbook,1
cooker,1
cooki,47
cookout,2
cool,10
coolest,1
cooper,4
coordin,3
cop,2
cope,1
copi,2
copilot,1
copper,11
copyright,1
copywrit,1
coquina,1
cor,1
cord,4
cordova,1
core,22
corei,1
cori,2
cork,1
corlei,1
corn,1
cornea,2
corneal,1
corner,14
cornerston,2
cornish,3
cornvil,1
cornwal,21
corona,4
coronari,1
coronaviru,8
corp,1
corpor,105
correct,7
correctli,7
correspond,1
corri,1
corridor,2
corrupt,1
cortex,1
corvett,1
cosec,1
cosi,1
cosmet,78
cosmic,1
cosmo,1
cost,48
costa,4
costli,3
costum,3
cottag,46
cotter,3
cottonwood,6
couch,1
cougar,3
cough,1
council,24
counsel,15
counsellor,1
counselor,3
count,13
countdown,1
counter,6
counterbal,1
counterfeit,1
counti,35
countless,2
countri,44
countrysid,6
coupl,10
coupon,4
courier,5
cours,110
court,16
courtesi,2
courtnei,1
courtyard,3
cousin,2
cove,5
covent,1
coventri,2
cover,47
coverag,17
covid,50
cow,1
cowboi,3
cowgirl,1
cowri,1
cox,1
cozi,13
cp,4
cpa,2
cpc,3
cpd,10
cpe,1
cpr,2
cpu,1
crab,2
crack,5
cracker,1
cradl,1
craft,17
crafter,1
craftsmen,1
craig,1
crane,4
craniosacr,1
crap,2
crash,5
crater,2
crave,1
craven,1
crawler,1
crazi,6
creasi,1
creat,95
creation,6
creativ,20
creator,5
creatur,6
credenti,10
credit,90
creditor,9
credo,1
creed,2
creek,29
creeksid,5
creel,1
crenshaw,1
crescent,4
crest,2
crestlin,1
crew,11
cribbag,6
cribbl,1
cricket,38
crime,11
crimin,9
crimson,1
crisi,6
cristal,1
cristiano,4
criteria,2
critic,6
croatia,2
croatian,2
croi,1
croner,1
cronin,1
crook,2
crop,1
croquet,1
cross,14
crossbow,1
crossov,1
crossroad,1
crossword,2
crouch,1
croupier,1
crow,2
crowd,3
crown,49
croydon,1
cruce,1
crucibl,1
crud,1
cruelest,1
cruikshank,1
cruis,21
crummock,1
crusad,1
crush,5
crutch,2
crux,1
cruz,2
cryptic,1
crypto,2
cryptogram,1
crystal,9
csa,1
csn,1
csr,3
css,2
ct,5
cta,1
cte,2
ctr,1
cub,2
cube,5
cuber,1
cuckold,9
cue,1
cuff,2
cuisin,4
culinari,4
cullman,2
cult,1
cultiv,2
cultur,35
cum,3
cumberland,1
cumbria,14
cumbrian,2
cumul,1
cup,22
curb,1
cure,3
curi,1
curios,1
curiou,2
curl,1
currenc,11
current,75
curri,1
curricula,1
curricular,2
curriculum,47
curs,1
curt,1
curtain,2
curti,1
curv,5
curvi,2
cushion,1
custod,1
custodi,4
custodian,1
custom,115
customiz,2
cut,7
cute,6
cutest,1
cutleri,1
cutoff,1
cva,2
cw,1
cwc,1
cyanid,1
cycl,26
cyclist,1
cyclon,1
cygnet,1
cymraeg,2
cynthia,1
cypru,1
czar,1
czech,7
da,6
dabb,1
dad,4
daddi,2
daft,1
daftar,3
dai,52
daili,28
daisi,4
dale,4
dalla,4
dalton,1
damag,4
daman,1
damien,1
damon,1
damsel,1
dan,8
dana,1
danc,10
dancer,1
dandi,1
danger,7
daniel,9
danilo,1
danish,3
danmark,1
danni,2
dansk,8
dant,1
danvil,1
daphn,1
dar,1
dare,2
dari,1
dark,13
darken,1
darlington,2
darr,3
darren,1
dart,3
darwin,1
dash,2
dashboard,6
data,62
databas,21
date,28
datum,1
daughter,5
daunt,1
dauphin,2
dave,2
davi,3
david,10
dawn,2
dawson,2
daykin,1
daylight,2
dazzl,2
db,3
dc,6
dcc,1
dd,23
dda,1
ddc,1
de,2
deacon,1
dead,3
deadli,2
deadlin,4
deadwood,1
deaf,9
deal,54
dealer,7
dealt,2
dean,2
death,13
deb,1
debat,5
debbi,1
debit,14
debra,2
debt,23
debu,1
debut,3
decad,12
decai,4
decarbonis,1
decatur,1
decid,10
decim,1
decis,23
deck,21
declar,6
declin,3
decompress,7
decongest,1
decontamin,1
decor,5
decreas,2
dedic,50
deduct,3
dee,4
deed,2
deep,12
deeper,1
deepest,1
deepli,1
deer,3
defacto,1
default,2
defeat,4
defect,3
defenc,5
defend,6
defens,17
defibril,1
defin,6
definit,10
defunct,1
deg,2
degener,2
degre,11
del,6
delai,3
delawar,1
dele,1
deleg,1
delet,4
delgado,1
delhi,2
deli,2
deliber,1
delic,1
delicaci,1
delici,3
delicioso,1
deliciousli,1
delight,6
deliv,47
deliveri,48
delta,4
delux,11
delv,3
dem,1
demand,11
dementia,4
demi,1
demo,25
democraci,3
democrat,1
demograph,3
demolit,2
demon,2
demonstr,1
demystifi,1
den,4
deng,1
denim,1
denis,1
denmark,1
dennett,1
denni,5
densiti,3
dental,112
dentist,83
dentistri,86
dentur,32
depart,61
departur,8
depend,7
depict,4
deport,1
deposit,23
depot,1
depress,6
dept,1
depth,12
derbi,5
derbyshir,1
derek,1
dermal,4
dermat,1
dermatolog,3
derwentwat,1
descend,2
descript,8
descriptor,1
desd,1
desert,16
deserv,14
desi,3
desiderata,1
design,114
desir,5
desk,6
desktop,7
desoto,1
despair,1
despatch,1
despic,1
dessert,2
destin,46
destini,1
destroi,3
detach,1
detail,58
detect,3
determin,5
detox,2
detroit,2
deutsch,20
deutschland,1
dev,4
develop,135
development,2
devic,25
devil,1
devon,3
devot,4
dew,1
dewei,3
dewhirst,1
df,1
dhabi,1
diabet,9
diablo,4
diagnos,3
diagnosi,7
diagnost,7
diagram,2
dial,2
dialect,1
dialog,4
dialogu,1
